entryname,source,author,date,url,teamname,ranking
ESPN_250108_CHI,ESPN,Staff,250108,https://www.espn.com/nba/story/_/id/43326797/nba-power-rankings-radar-trade-moves-30-teams,Chicago Bulls,22
ESPN_250108_PHO,ESPN,Staff,250108,https://www.espn.com/nba/story/_/id/43326797/nba-power-rankings-radar-trade-moves-30-teams,Phoenix Suns,23
ESPN_250108_POR,ESPN,Staff,250108,https://www.espn.com/nba/story/_/id/43326797/nba-power-rankings-radar-trade-moves-30-teams,Portland Trail Blazers,24
ESPN_250108_BRK,ESPN,Staff,250108,https://www.espn.com/nba/story/_/id/43326797/nba-power-rankings-radar-trade-moves-30-teams,Brooklyn Nets,25
ESPN_250108_UTA,ESPN,Staff,250108,https://www.espn.com/nba/story/_/id/43326797/nba-power-rankings-radar-trade-moves-30-teams,Utah Jazz,26
ESPN_250108_TOR,ESPN,Staff,250108,https://www.espn.com/nba/story/_/id/43326797/nba-power-rankings-radar-trade-moves-30-teams,Toronto Raptors,27
ESPN_250108_NOP,ESPN,Staff,250108,https://www.espn.com/nba/story/_/id/43326797/nba-power-rankings-radar-trade-moves-30-teams,New Orleans Pelicans,28
ESPN_250108_CHA,ESPN,Staff,250108,https://www.espn.com/nba/story/_/id/43326797/nba-power-rankings-radar-trade-moves-30-teams,Charlotte Hornets,29
ESPN_250108_WAS,ESPN,Staff,250108,https://www.espn.com/nba/story/_/id/43326797/nba-power-rankings-radar-trade-moves-30-teams,Washington Wizards,30
NBA_250113_CLE,NBA,John Schuhmann,250113,https://www.nba.com/news/power-rankings-2024-25-week-13,Cleveland Cavaliers,1
NBA_250113_OKC,NBA,John Schuhmann,250113,https://www.nba.com/news/power-rankings-2024-25-week-13,Oklahoma City Thunder,2
NBA_250113_BOS,NBA,John Schuhmann,250113,https://www.nba.com/news/power-rankings-2024-25-week-13,Boston Celtics,3
NBA_250113_HOU,NBA,John Schuhmann,250113,https://www.nba.com/news/power-rankings-2024-25-week-13,Houston Rockets,4
NBA_250113_MEM,NBA,John Schuhmann,250113,https://www.nba.com/news/power-rankings-2024-25-week-13,Memphis Grizzlies,5
NBA_250113_NYK,NBA,John Schuhmann,250113,https://www.nba.com/news/power-rankings-2024-25-week-13,New York Knicks,6
NBA_250113_DEN,NBA,John Schuhmann,250113,https://www.nba.com/news/power-rankings-2024-25-week-13,Denver Nuggets,7
NBA_250113_IND,NBA,John Schuhmann,250113,https://www.nba.com/news/power-rankings-2024-25-week-13,Indiana Pacers,8
NBA_250113_MIN,NBA,John Schuhmann,250113,https://www.nba.com/news/power-rankings-2024-25-week-13,Minnesota Timberwolves,9
NBA_250113_LAC,NBA,John Schuhmann,250113,https://www.nba.com/news/power-rankings-2024-25-week-13,Los Angeles Clippers,10
NBA_250113_DAL,NBA,John Schuhmann,250113,https://www.nba.com/news/power-rankings-2024-25-week-13,Dallas Mavericks,11
NBA_250113_LAL,NBA,John Schuhmann,250113,https://www.nba.com/news/power-rankings-2024-25-week-13,Los Angeles Lakers,12
NBA_250113_MIL,NBA,John Schuhmann,250113,https://www.nba.com/news/power-rankings-2024-25-week-13,Milwaukee Bucks,13
NBA_250113_ORL,NBA,John Schuhmann,250113,https://www.nba.com/news/power-rankings-2024-25-week-13,Orlando Magic,14
NBA_250113_SAC,NBA,John Schuhmann,250113,https://www.nba.com/news/power-rankings-2024-25-week-13,Sacramento Kings,15
NBA_250113_MIA,NBA,John Schuhmann,250113,https://www.nba.com/news/power-rankings-2024-25-week-13,Miami Heat,16
NBA_250113_GSW,NBA,John Schuhmann,250113,https://www.nba.com/news/power-rankings-2024-25-week-13,Golden State Warriors,17
NBA_250113_DET,NBA,John Schuhmann,250113,https://www.nba.com/news/power-rankings-2024-25-week-13,Detroit Pistons,18
NBA_250113_PHO,NBA,John Schuhmann,250113,https://www.nba.com/news/power-rankings-2024-25-week-13,Phoenix Suns,19
NBA_250113_SAS,NBA,John Schuhmann,250113,https://www.nba.com/news/power-rankings-2024-25-week-13,San Antonio Spurs,20
NBA_250113_ATL,NBA,John Schuhmann,250113,https://www.nba.com/news/power-rankings-2024-25-week-13,Atlanta Hawks,21
NBA_250113_CHI,NBA,John Schuhmann,250113,https://www.nba.com/news/power-rankings-2024-25-week-13,Chicago Bulls,22
NBA_250113_PHI,NBA,John Schuhmann,250113,https://www.nba.com/news/power-rankings-2024-25-week-13,Philadelphia 76ers,23
NBA_250113_POR,NBA,John Schuhmann,250113,https://www.nba.com/news/power-rankings-2024-25-week-13,Portland Trail Blazers,24
NBA_250113_UTA,NBA,John Schuhmann,250113,https://www.nba.com/news/power-rankings-2024-25-week-13,Utah Jazz,25
NBA_250113_BRK,NBA,John Schuhmann,250113,https://www.nba.com/news/power-rankings-2024-25-week-13,Brooklyn Nets,26
NBA_250113_NOP,NBA,John Schuhmann,250113,https://www.nba.com/news/power-rankings-2024-25-week-13,New Orleans Pelicans,27
NBA_250113_TOR,NBA,John Schuhmann,250113,https://www.nba.com/news/power-rankings-2024-25-week-13,Toronto Raptors,28
NBA_250113_CHA,NBA,John Schuhmann,250113,https://www.nba.com/news/power-rankings-2024-25-week-13,Charlotte Hornets,29
NBA_250113_WAS,NBA,John Schuhmann,250113,https://www.nba.com/news/power-rankings-2024-25-week-13,Washington Wizards,30
NBA_250106_OKC,NBA,John Schuhmann,250106,https://www.nba.com/news/power-rankings-2024-25-week-12,Oklahoma City Thunder,1
NBA_250106_CLE,NBA,John Schuhmann,250106,https://www.nba.com/news/power-rankings-2024-25-week-12,Cleveland Cavaliers,2
NBA_250106_BOS,NBA,John Schuhmann,250106,https://www.nba.com/news/power-rankings-2024-25-week-12,Boston Celtics,3
NBA_250106_NYK,NBA,John Schuhmann,250106,https://www.nba.com/news/power-rankings-2024-25-week-12,New York Knicks,4
NBA_250106_HOU,NBA,John Schuhmann,250106,https://www.nba.com/news/power-rankings-2024-25-week-12,Houston Rockets,5
NBA_250106_MEM,NBA,John Schuhmann,250106,https://www.nba.com/news/power-rankings-2024-25-week-12,Memphis Grizzlies,6
NBA_250106_DEN,NBA,John Schuhmann,250106,https://www.nba.com/news/power-rankings-2024-25-week-12,Denver Nuggets,7
NBA_250106_LAC,NBA,John Schuhmann,250106,https://www.nba.com/news/power-rankings-2024-25-week-12,Los Angeles Clippers,8
NBA_250106_DAL,NBA,John Schuhmann,250106,https://www.nba.com/news/power-rankings-2024-25-week-12,Dallas Mavericks,9
NBA_250106_LAL,NBA,John Schuhmann,250106,https://www.nba.com/news/power-rankings-2024-25-week-12,Los Angeles Lakers,10
NBA_250106_MIN,NBA,John Schuhmann,250106,https://www.nba.com/news/power-rankings-2024-25-week-12,Minnesota Timberwolves,11
NBA_250106_IND,NBA,John Schuhmann,250106,https://www.nba.com/news/power-rankings-2024-25-week-12,Indiana Pacers,12
NBA_250106_ORL,NBA,John Schuhmann,250106,https://www.nba.com/news/power-rankings-2024-25-week-12,Orlando Magic,13
NBA_250106_MIA,NBA,John Schuhmann,250106,https://www.nba.com/news/power-rankings-2024-25-week-12,Miami Heat,14
NBA_250106_SAS,NBA,John Schuhmann,250106,https://www.nba.com/news/power-rankings-2024-25-week-12,San Antonio Spurs,15
NBA_250106_MIL,NBA,John Schuhmann,250106,https://www.nba.com/news/power-rankings-2024-25-week-12,Milwaukee Bucks,16
NBA_250106_GSW,NBA,John Schuhmann,250106,https://www.nba.com/news/power-rankings-2024-25-week-12,Golden State Warriors,17
NBA_250106_ATL,NBA,John Schuhmann,250106,https://www.nba.com/news/power-rankings-2024-25-week-12,Atlanta Hawks,18
NBA_250106_SAC,NBA,John Schuhmann,250106,https://www.nba.com/news/power-rankings-2024-25-week-12,Sacramento Kings,19
NBA_250106_PHI,NBA,John Schuhmann,250106,https://www.nba.com/news/power-rankings-2024-25-week-12,Philadelphia 76ers,20
NBA_250106_DET,NBA,John Schuhmann,250106,https://www.nba.com/news/power-rankings-2024-25-week-12,Detroit Pistons,21
NBA_250106_CHI,NBA,John Schuhmann,250106,https://www.nba.com/news/power-rankings-2024-25-week-12,Chicago Bulls,22
NBA_250106_PHO,NBA,John Schuhmann,250106,https://www.nba.com/news/power-rankings-2024-25-week-12,Phoenix Suns,23
NBA_250106_BRK,NBA,John Schuhmann,250106,https://www.nba.com/news/power-rankings-2024-25-week-12,Brooklyn Nets,24
NBA_250106_POR,NBA,John Schuhmann,250106,https://www.nba.com/news/power-rankings-2024-25-week-12,Portland Trail Blazers,25
NBA_250106_UTA,NBA,John Schuhmann,250106,https://www.nba.com/news/power-rankings-2024-25-week-12,Utah Jazz,26
NBA_250106_TOR,NBA,John Schuhmann,250106,https://www.nba.com/news/power-rankings-2024-25-week-12,Toronto Raptors,27
NBA_250106_NOP,NBA,John Schuhmann,250106,https://www.nba.com/news/power-rankings-2024-25-week-12,New Orleans Pelicans,28
NBA_250106_WAS,NBA,John Schuhmann,250106,https://www.nba.com/news/power-rankings-2024-25-week-12,Washington Wizards,29
NBA_250106_CHA,NBA,John Schuhmann,250106,https://www.nba.com/news/power-rankings-2024-25-week-12,Charlotte Hornets,30
Score_250115_CLE,Score,Staff,250115,https://www.thescore.com/nba/news/3090357,Cleveland Cavaliers,1
Score_250115_OKC,Score,Staff,250115,https://www.thescore.com/nba/news/3090357,Oklahoma City Thunder,2
Score_250115_BOS,Score,Staff,250115,https://www.thescore.com/nba/news/3090357,Boston Celtics,3
Score_250115_HOU,Score,Staff,250115,https://www.thescore.com/nba/news/3090357,Houston Rockets,4
Score_250115_NYK,Score,Staff,250115,https://www.thescore.com/nba/news/3090357,New York Knicks,5
Score_250115_MEM,Score,Staff,250115,https://www.thescore.com/nba/news/3090357,Memphis Grizzlies,6
Score_250115_DEN,Score,Staff,250115,https://www.thescore.com/nba/news/3090357,Denver Nuggets,7
Score_250115_MIL,Score,Staff,250115,https://www.thescore.com/nba/news/3090357,Milwaukee Bucks,8
Score_250115_DAL,Score,Staff,250115,https://www.thescore.com/nba/news/3090357,Dallas Mavericks,9
Score_250115_ORL,Score,Staff,250115,https://www.thescore.com/nba/news/3090357,Orlando Magic,10
Score_250115_LAC,Score,Staff,250115,https://www.thescore.com/nba/news/3090357,Los Angeles Clippers,11
Score_250115_IND,Score,Staff,250115,https://www.thescore.com/nba/news/3090357,Indiana Pacers,12
Score_250115_SAC,Score,Staff,250115,https://www.thescore.com/nba/news/3090357,Sacramento Kings,13
Score_250115_MIA,Score,Staff,250115,https://www.thescore.com/nba/news/3090357,Miami Heat,14
Score_250115_DET,Score,Staff,250115,https://www.thescore.com/nba/news/3090357,Detroit Pistons,15
Score_250115_MIN,Score,Staff,250115,https://www.thescore.com/nba/news/3090357,Minnesota Timberwolves,16
Score_250115_LAL,Score,Staff,250115,https://www.thescore.com/nba/news/3090357,Los Angeles Lakers,17
Score_250115_ATL,Score,Staff,250115,https://www.thescore.com/nba/news/3090357,Atlanta Hawks,18
Score_250115_SAS,Score,Staff,250115,https://www.thescore.com/nba/news/3090357,San Antonio Spurs,19
Score_250115_PHO,Score,Staff,250115,https://www.thescore.com/nba/news/3090357,Phoenix Suns,20
Score_250115_GSW,Score,Staff,250115,https://www.thescore.com/nba/news/3090357,Golden State Warriors,21
Score_250115_CHI,Score,Staff,250115,https://www.thescore.com/nba/news/3090357,Chicago Bulls,22
Score_250115_PHI,Score,Staff,250115,https://www.thescore.com/nba/news/3090357,Philadelphia 76ers,23
Score_250115_POR,Score,Staff,250115,https://www.thescore.com/nba/news/3090357,Portland Trail Blazers,24
Score_250115_BRK,Score,Staff,250115,https://www.thescore.com/nba/news/3090357,Brooklyn Nets,25
Score_250115_UTA,Score,Staff,250115,https://www.thescore.com/nba/news/3090357,Utah Jazz,26
Score_250115_CHA,Score,Staff,250115,https://www.thescore.com/nba/news/3090357,Charlotte Hornets,27
Score_250115_NOP,Score,Staff,250115,https://www.thescore.com/nba/news/3090357,New Orleans Pelicans,28
Score_250115_TOR,Score,Staff,250115,https://www.thescore.com/nba/news/3090357,Toronto Raptors,29
Score_250115_WAS,Score,Staff,250115,https://www.thescore.com/nba/news/3090357,Washington Wizards,30
BR_250117_WAS,BR,Andy Bailey,250117,https://www.bleacherreport.com/articles/10151039-nba-power-rankings-statement-week-for-thunder,Washington Wizards,30
BR_250117_UTA,BR,Andy Bailey,250117,https://www.bleacherreport.com/articles/10151039-nba-power-rankings-statement-week-for-thunder,Utah Jazz,29
BR_250117_CHA,BR,Andy Bailey,250117,https://www.bleacherreport.com/articles/10151039-nba-power-rankings-statement-week-for-thunder,Charlotte Hornets,28
BR_250117_BRK,BR,Andy Bailey,250117,https://www.bleacherreport.com/articles/10151039-nba-power-rankings-statement-week-for-thunder,Brooklyn Nets,27
BR_250117_POR,BR,Andy Bailey,250117,https://www.bleacherreport.com/articles/10151039-nba-power-rankings-statement-week-for-thunder,Portland Trail Blazers,26
BR_250117_TOR,BR,Andy Bailey,250117,https://www.bleacherreport.com/articles/10151039-nba-power-rankings-statement-week-for-thunder,Toronto Raptors,25
BR_250117_NOP,BR,Andy Bailey,250117,https://www.bleacherreport.com/articles/10151039-nba-power-rankings-statement-week-for-thunder,New Orleans Pelicans,24
BR_250117_PHI,BR,Andy Bailey,250117,https://www.bleacherreport.com/articles/10151039-nba-power-rankings-statement-week-for-thunder,Philadelphia 76ers,23
BR_250117_CHI,BR,Andy Bailey,250117,https://www.bleacherreport.com/articles/10151039-nba-power-rankings-statement-week-for-thunder,Chicago Bulls,22
BR_250117_PHO,BR,Andy Bailey,250117,https://www.bleacherreport.com/articles/10151039-nba-power-rankings-statement-week-for-thunder,Phoenix Suns,21
BR_250117_DET,BR,Andy Bailey,250117,https://www.bleacherreport.com/articles/10151039-nba-power-rankings-statement-week-for-thunder,Detroit Pistons,20
BR_250117_GSW,BR,Andy Bailey,250117,https://www.bleacherreport.com/articles/10151039-nba-power-rankings-statement-week-for-thunder,Golden State Warriors,19
BR_250117_SAS,BR,Andy Bailey,250117,https://www.bleacherreport.com/articles/10151039-nba-power-rankings-statement-week-for-thunder,San Antonio Spurs,18
BR_250117_ATL,BR,Andy Bailey,250117,https://www.bleacherreport.com/articles/10151039-nba-power-rankings-statement-week-for-thunder,Atlanta Hawks,17
BR_250117_ORL,BR,Andy Bailey,250117,https://www.bleacherreport.com/articles/10151039-nba-power-rankings-statement-week-for-thunder,Orlando Magic,16
BR_250117_MIA,BR,Andy Bailey,250117,https://www.bleacherreport.com/articles/10151039-nba-power-rankings-statement-week-for-thunder,Miami Heat,15
BR_250117_SAC,BR,Andy Bailey,250117,https://www.bleacherreport.com/articles/10151039-nba-power-rankings-statement-week-for-thunder,Sacramento Kings,14
BR_250117_LAL,BR,Andy Bailey,250117,https://www.bleacherreport.com/articles/10151039-nba-power-rankings-statement-week-for-thunder,Los Angeles Lakers,13
BR_250117_IND,BR,Andy Bailey,250117,https://www.bleacherreport.com/articles/10151039-nba-power-rankings-statement-week-for-thunder,Indiana Pacers,12
BR_250117_MIN,BR,Andy Bailey,250117,https://www.bleacherreport.com/articles/10151039-nba-power-rankings-statement-week-for-thunder,Minnesota Timberwolves,11
BR_250117_LAC,BR,Andy Bailey,250117,https://www.bleacherreport.com/articles/10151039-nba-power-rankings-statement-week-for-thunder,Los Angeles Clippers,10
BR_250117_DAL,BR,Andy Bailey,250117,https://www.bleacherreport.com/articles/10151039-nba-power-rankings-statement-week-for-thunder,Dallas Mavericks,9
BR_250117_MIL,BR,Andy Bailey,250117,https://www.bleacherreport.com/articles/10151039-nba-power-rankings-statement-week-for-thunder,Milwaukee Bucks,8
BR_250117_DEN,BR,Andy Bailey,250117,https://www.bleacherreport.com/articles/10151039-nba-power-rankings-statement-week-for-thunder,Denver Nuggets,7
BR_250117_NYK,BR,Andy Bailey,250117,https://www.bleacherreport.com/articles/10151039-nba-power-rankings-statement-week-for-thunder,New York Knicks,6
BR_250117_MEM,BR,Andy Bailey,250117,https://www.bleacherreport.com/articles/10151039-nba-power-rankings-statement-week-for-thunder,Memphis Grizzlies,5
BR_250117_HOU,BR,Andy Bailey,250117,https://www.bleacherreport.com/articles/10151039-nba-power-rankings-statement-week-for-thunder,Houston Rockets,4
BR_250117_BOS,BR,Andy Bailey,250117,https://www.bleacherreport.com/articles/10151039-nba-power-rankings-statement-week-for-thunder,Boston Celtics,3
BR_250117_CLE,BR,Andy Bailey,250117,https://www.bleacherreport.com/articles/10151039-nba-power-rankings-statement-week-for-thunder,Cleveland Cavaliers,2
BR_250117_OKC,BR,Andy Bailey,250117,https://www.bleacherreport.com/articles/10151039-nba-power-rankings-statement-week-for-thunder,Oklahoma City Thunder,1
BR_250110_WAS,BR,Andy Bailey,250110,https://bleacherreport.com/articles/10150111-nba-power-rankings-where-every-team-stands-1-month-before-trade-deadline,Washington Wizards,30
BR_250110_NOP,BR,Andy Bailey,250110,https://bleacherreport.com/articles/10150111-nba-power-rankings-where-every-team-stands-1-month-before-trade-deadline,New Orleans Pelicans,29
BR_250110_CHA,BR,Andy Bailey,250110,https://bleacherreport.com/articles/10150111-nba-power-rankings-where-every-team-stands-1-month-before-trade-deadline,Charlotte Hornets,28
BR_250110_UTA,BR,Andy Bailey,250110,https://bleacherreport.com/articles/10150111-nba-power-rankings-where-every-team-stands-1-month-before-trade-deadline,Utah Jazz,27
BR_250110_TOR,BR,Andy Bailey,250110,https://bleacherreport.com/articles/10150111-nba-power-rankings-where-every-team-stands-1-month-before-trade-deadline,Toronto Raptors,26
BR_250110_POR,BR,Andy Bailey,250110,https://bleacherreport.com/articles/10150111-nba-power-rankings-where-every-team-stands-1-month-before-trade-deadline,Portland Trail Blazers,25
BR_250110_BRK,BR,Andy Bailey,250110,https://bleacherreport.com/articles/10150111-nba-power-rankings-where-every-team-stands-1-month-before-trade-deadline,Brooklyn Nets,24
BR_250110_CHI,BR,Andy Bailey,250110,https://bleacherreport.com/articles/10150111-nba-power-rankings-where-every-team-stands-1-month-before-trade-deadline,Chicago Bulls,23
BR_250110_PHI,BR,Andy Bailey,250110,https://bleacherreport.com/articles/10150111-nba-power-rankings-where-every-team-stands-1-month-before-trade-deadline,Philadelphia 76ers,22
BR_250110_DET,BR,Andy Bailey,250110,https://bleacherreport.com/articles/10150111-nba-power-rankings-where-every-team-stands-1-month-before-trade-deadline,Detroit Pistons,21
BR_250110_PHO,BR,Andy Bailey,250110,https://bleacherreport.com/articles/10150111-nba-power-rankings-where-every-team-stands-1-month-before-trade-deadline,Phoenix Suns,20
BR_250110_ATL,BR,Andy Bailey,250110,https://bleacherreport.com/articles/10150111-nba-power-rankings-where-every-team-stands-1-month-before-trade-deadline,Atlanta Hawks,19
BR_250110_SAC,BR,Andy Bailey,250110,https://bleacherreport.com/articles/10150111-nba-power-rankings-where-every-team-stands-1-month-before-trade-deadline,Sacramento Kings,18
BR_250110_ORL,BR,Andy Bailey,250110,https://bleacherreport.com/articles/10150111-nba-power-rankings-where-every-team-stands-1-month-before-trade-deadline,Orlando Magic,17
BR_250110_GSW,BR,Andy Bailey,250110,https://bleacherreport.com/articles/10150111-nba-power-rankings-where-every-team-stands-1-month-before-trade-deadline,Golden State Warriors,16
BR_250110_SAS,BR,Andy Bailey,250110,https://bleacherreport.com/articles/10150111-nba-power-rankings-where-every-team-stands-1-month-before-trade-deadline,San Antonio Spurs,15
BR_250110_MIA,BR,Andy Bailey,250110,https://bleacherreport.com/articles/10150111-nba-power-rankings-where-every-team-stands-1-month-before-trade-deadline,Miami Heat,14
BR_250110_IND,BR,Andy Bailey,250110,https://bleacherreport.com/articles/10150111-nba-power-rankings-where-every-team-stands-1-month-before-trade-deadline,Indiana Pacers,13
BR_250110_LAL,BR,Andy Bailey,250110,https://bleacherreport.com/articles/10150111-nba-power-rankings-where-every-team-stands-1-month-before-trade-deadline,Los Angeles Lakers,12
BR_250110_LAC,BR,Andy Bailey,250110,https://bleacherreport.com/articles/10150111-nba-power-rankings-where-every-team-stands-1-month-before-trade-deadline,Los Angeles Clippers,11
BR_250110_MIN,BR,Andy Bailey,250110,https://bleacherreport.com/articles/10150111-nba-power-rankings-where-every-team-stands-1-month-before-trade-deadline,Minnesota Timberwolves,10
BR_250110_MIL,BR,Andy Bailey,250110,https://bleacherreport.com/articles/10150111-nba-power-rankings-where-every-team-stands-1-month-before-trade-deadline,Milwaukee Bucks,9
BR_250110_DAL,BR,Andy Bailey,250110,https://bleacherreport.com/articles/10150111-nba-power-rankings-where-every-team-stands-1-month-before-trade-deadline,Dallas Mavericks,8
BR_250110_DEN,BR,Andy Bailey,250110,https://bleacherreport.com/articles/10150111-nba-power-rankings-where-every-team-stands-1-month-before-trade-deadline,Denver Nuggets,7
